+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                           ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                       ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_debug_slave_wrapper|the_camera_module_nios2_gen2_0_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_debug_slave_wrapper|the_camera_module_nios2_gen2_0_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_debug_slave_wrapper                                                                     ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_ocimem|camera_module_nios2_gen2_0_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_ocimem|camera_module_nios2_gen2_0_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_ocimem                                                                            ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_avalon_reg                                                                        ; 48    ; 0              ; 29           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_im                                                                            ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_pib                                                                           ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_fifo|the_camera_module_nios2_gen2_0_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_fifo|the_camera_module_nios2_gen2_0_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_fifo|the_camera_module_nios2_gen2_0_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_fifo                                                                          ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_dtrace|camera_module_nios2_gen2_0_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_dtrace                                                                        ; 105   ; 0              ; 94           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_itrace                                                                        ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_dbrk                                                                          ; 90    ; 0              ; 0            ; 0              ; 94     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_xbrk                                                                          ; 56    ; 5              ; 53           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_break                                                                         ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci|the_camera_module_nios2_gen2_0_cpu_nios2_oci_debug                                                                         ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_nios2_oci                                                                                                                            ; 160   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|camera_module_nios2_gen2_0_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|camera_module_nios2_gen2_0_cpu_register_bank_b                                                                                                                          ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|camera_module_nios2_gen2_0_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                            ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|camera_module_nios2_gen2_0_cpu_register_bank_a                                                                                                                          ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu|the_camera_module_nios2_gen2_0_cpu_test_bench                                                                                                                           ; 294   ; 3              ; 260          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0|cpu                                                                                                                                                                         ; 149   ; 1              ; 31           ; 1              ; 115    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|nios2_gen2_0                                                                                                                                                                             ; 149   ; 0              ; 0            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|new_sdram_controller_0|the_camera_module_new_sdram_controller_0_input_efifo_module                                                                                                       ; 48    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|new_sdram_controller_0                                                                                                                                                                   ; 48    ; 1              ; 1            ; 1              ; 40     ; 1               ; 1             ; 1               ; 16    ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|key_2                                                                                                                                                                                    ; 5     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                                                                    ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                                                              ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                                                                   ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                                    ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                                                                ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo                                                                                                           ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_r|rfifo|auto_generated                                                                                                                  ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_r                                                                                                                                       ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                                                                    ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                                                                                              ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                                                                                   ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                                    ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                                                                ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo                                                                                                           ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_w|wfifo|auto_generated                                                                                                                  ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0|the_camera_module_jtag_uart_0_scfifo_w                                                                                                                                       ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|jtag_uart_0                                                                                                                                                                              ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_vfb_0|sync_ctrl                                                                                                                                                               ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_vfb_0|pkt_trans_rd                                                                                                                                                            ; 104   ; 1              ; 0            ; 1              ; 97     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_vfb_0|video_out                                                                                                                                                               ; 129   ; 0              ; 0            ; 0              ; 29     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_vfb_0|rd_ctrl                                                                                                                                                                 ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_vfb_0|pkt_trans_wr                                                                                                                                                            ; 129   ; 1              ; 0            ; 1              ; 75     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_vfb_0|wr_ctrl                                                                                                                                                                 ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_vfb_0|video_in|vid_back                                                                                                                                                       ; 129   ; 0              ; 0            ; 0              ; 61     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_vfb_0|video_in|vid_front                                                                                                                                                      ; 31    ; 0              ; 0            ; 0              ; 127    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_vfb_0|video_in                                                                                                                                                                ; 98    ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_vfb_0                                                                                                                                                                         ; 65    ; 0              ; 0            ; 0              ; 136    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_cvo_0|cvo_core                                                                                                                                                                ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_cvo_0|sop_align                                                                                                                                                               ; 62    ; 0              ; 2            ; 0              ; 60     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_cvo_0|scheduler                                                                                                                                                               ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_cvo_0|video_in|vid_back                                                                                                                                                       ; 129   ; 0              ; 0            ; 0              ; 61     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_cvo_0|video_in|vid_front                                                                                                                                                      ; 31    ; 0              ; 0            ; 0              ; 127    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_cvo_0|video_in                                                                                                                                                                ; 98    ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5|alt_vip_cl_cvo_0                                                                                                                                                                         ; 30    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_5                                                                                                                                                                                          ; 31    ; 1              ; 0            ; 1              ; 49     ; 1               ; 1             ; 1               ; 16    ; 0              ; 0            ; 0                ; 0                 ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
